4.356,2.14865,9.81204
2.30229,2.39021,3.37133
9.056,2.66851,7.84779
3.67678,2.74601,3.37133
5.54582,1.78509,11.4713
4.356,1.94204,8.68263
4.356,2.05709,7.21716
3.46573,2.58286,3.37133
9.056,2.48307,8.44743
8.31861,1.84137,11.4713
2.23513,2.92864,3.37133
4.356,2.75079,10.4607
4.356,2.00812,9.8753
1.54991,2.64006,3.37133
4.356,2.52892,10.013
4.356,2.55316,6.42206
6.02253,2.23898,3.37133
9.06084,1.73762,11.3169
9.056,2.62211,7.11314
7.76577,2.3805,3.37133
3.63272,2.57058,11.4713
9.056,2.88895,9.86305
1.50801,2.18015,11.4713
4.356,1.86198,6.0646
9.056,2.05078,7.76382
9.056,1.97303,7.69957
4.356,1.79379,5.14806
3.90688,2.1387,3.37133
6.03016,2.20868,3.37133
4.356,2.42437,9.00604
3.61603,1.92323,3.37133
4.356,3.02184,10.3792
2.7244,2.64655,3.37133
6.16748,1.7628,11.4713
6.79663,2.34862,11.4713
7.73986,2.16241,11.4713
7.82796,2.13369,3.37133
9.07133,1.73762,11.2655
4.356,2.86681,10.2932
0.774636,2.95832,11.4713
9.056,2.6873,10.7042
0.987358,2.63956,11.4713
4.19802,2.82297,11.4713
4.356,2.89338,6.97347
4.356,2.15083,4.36803
4.356,2.11089,5.52972
8.34158,1.75141,3.37133
9.06205,1.73762,8.84188
9.056,2.07399,5.40368
3.85828,2.92807,3.37133
9.09796,1.73762,4.67531
3.62418,2.08314,3.37133
9.10309,1.73762,3.50666
7.49202,1.97872,3.37133
4.356,2.31928,6.51244
9.056,2.83965,6.43145
4.356,2.39446,6.61186
4.356,2.67861,9.6406
4.37239,1.73762,10.8167
7.82124,2.06267,3.37133
4.356,2.57631,6.80667
6.28376,1.93632,11.4713
9.056,2.6172,10.6858
5.80656,1.78743,3.37133
6.07101,3.00351,3.37133
4.356,2.87181,9.52599
2.61072,2.4401,3.37133
4.356,2.15512,4.92163
9.056,2.73239,6.81016
1.79204,3.0162,3.37133
7.40521,1.9149,11.4713
3.82103,2.10247,3.37133
3.82103,2.10247,3.37133
3.82105,2.10248,3.37133
2.75483,1.92834,3.37133
4.356,2.14469,8.93895
7.24663,2.40913,3.37133
1.11435,2.8171,3.37133
6.33989,2.62955,3.37133
4.356,1.82723,5.97929
9.056,2.30458,4.70667
4.356,2.70351,6.14335
4.356,1.87506,6.95263
4.356,2.73997,6.69629
7.82405,2.10818,3.37133
9.056,2.81143,7.5606
9.056,2.19553,9.52908
0.939027,1.82649,3.37133
1.4789,2.40041,3.37133
4.356,2.94873,7.17319
4.356,1.97949,8.94937
4.356,2.48482,5.47335
8.85572,1.76309,3.37133
1.42813,1.88032,3.37133
8.44663,2.08029,11.4713
9.056,2.57725,11.1908
4.037,1.74453,11.4713
9.056,2.82182,5.66531
3.3172,2.30226,3.37133
4.356,2.33411,10.9353
4.356,2.24067,6.87205
3.76506,2.04562,3.37133
9.056,2.02096,7.14688
3.62207,2.31704,3.37133
9.056,2.56951,8.24944
7.72811,2.56217,3.37133
4.37059,1.73762,10.7502
8.36611,1.87326,3.37133
6.28988,2.83645,11.4713
4.356,2.0995,4.0085
1.95804,2.85268,11.4713
7.52807,2.88349,11.4713
5.70279,1.89093,11.4713
2.98368,2.2153,11.4713
2.50988,2.79395,11.4713
9.056,1.8087,5.57778
1.1044,2.05735,11.4713
7.87408,2.13301,3.37133
9.056,2.38832,8.94496
1.71163,2.68306,3.37133
4.356,2.30576,9.06357
4.356,2.73237,10.2623
5.91793,2.31353,11.4713
6.6734,1.95482,3.37133
5.78813,2.73385,3.37133
9.056,2.75538,8.26733
9.056,2.12762,7.62809
9.06534,1.73762,3.49079
1.82969,2.00794,11.4713
3.30652,1.78289,3.37133
1.58976,2.75816,11.4713
4.356,2.45803,8.42521
4.356,2.38759,5.85032
1.6217,2.94924,3.37133
4.356,2.62812,4.75157
8.81734,1.95303,3.37133
4.356,2.58621,8.56021
9.056,1.79417,5.73095
3.03569,2.27727,3.37133
6.35617,2.54233,11.4713
7.67273,2.7541,3.37133
4.356,1.77897,9.62161
1.15449,1.90716,11.4713
9.056,2.90039,8.05657
4.356,2.16067,5.73255
1.56479,2.13861,3.37133
2.09886,1.78746,3.37133
4.356,2.75348,9.66671
9.056,2.08667,6.07691
4.356,1.89248,10.2503
5.92583,1.91279,3.37133
4.356,2.67192,9.5963
4.356,2.7681,6.44068
9.08633,1.73762,9.22907
6.98648,2.67009,3.37133
9.056,2.06229,9.55585
3.63203,2.07512,3.37133
9.056,2.74505,5.61749
9.056,2.06843,10.1865
9.056,2.84019,4.4015
6.0943,2.03059,3.37133
4.356,2.71956,5.7386
9.056,2.48351,4.47646
5.50135,1.95974,3.37133
0.921532,2.00914,3.37133
4.356,1.73862,4.11666
9.056,2.91129,5.70512
5.9058,1.8224,11.4713
4.356,3.02735,5.63245
9.056,1.92666,4.9396
2.86256,2.69299,11.4713
7.4672,2.31515,11.4713
3.41946,1.76122,3.37133
6.30085,2.16226,11.4713
4.356,2.49354,4.38901
1.28384,2.13528,3.37133
9.056,1.99531,4.09896
4.356,1.77439,7.15003
